# time_ms,control,value
23825,lstick_x,1198
23829,lstick_x,1198
23832,lstick_x,1198
23835,lstick_x,1198
23839,lstick_x,1198
23842,lstick_x,1198
23845,lstick_x,1198
23848,lstick_x,1198
23851,lstick_x,1198
23854,lstick_x,1198
23856,lstick_x,1198
23860,lstick_x,1198
23863,lstick_x,1198
23866,lstick_x,1198
23869,lstick_x,1198
23872,lstick_x,1198
23877,lstick_x,1198
23882,lstick_x,1198
23885,lstick_x,1198
23888,lstick_x,1198
23892,lstick_x,1198
23897,lstick_x,1198
23900,lstick_x,1198
23903,lstick_x,1198
23906,lstick_x,1198
23908,lstick_x,1198
23914,lstick_x,1198
23917,lstick_x,1198
23920,lstick_x,1198
23923,lstick_x,1198
23926,lstick_x,1198
23932,lstick_x,1198
23935,lstick_x,1198
23939,lstick_x,1198
23942,lstick_x,1198
23947,lstick_x,1198
23950,lstick_x,1198
23953,lstick_x,1198
23956,lstick_x,1198
23958,lstick_x,1198
23964,lstick_x,1198
23967,lstick_x,1198
23970,lstick_x,1198
23973,lstick_x,1198
23977,lstick_x,1198
23980,lstick_x,1198
23984,lstick_x,1198
23987,lstick_x,1198
23990,lstick_x,1198
23993,lstick_x,1198
23997,lstick_x,1198
24000,lstick_x,1198
24003,lstick_x,1198
24006,lstick_x,1198
24009,lstick_x,1198
24013,lstick_x,1198
24017,lstick_x,1198
24020,lstick_x,1198
24023,lstick_x,1198
24026,lstick_x,1198
24029,lstick_x,1198
24032,lstick_x,1198
24035,lstick_x,1198
24039,lstick_x,1198
24042,lstick_x,1198
24045,lstick_x,1198
24049,lstick_x,1198
24052,lstick_x,1198
24055,lstick_x,1198
24059,lstick_x,1198
24064,lstick_x,1198
24067,lstick_x,1198
24071,lstick_x,1198
24073,lstick_x,1198
24077,lstick_x,1198
24080,lstick_x,1198
24083,lstick_x,1198
24086,lstick_x,1198
24089,lstick_x,1198
24092,lstick_x,1198
24097,lstick_x,1198
24100,lstick_x,1198
24103,lstick_x,1198
24107,lstick_x,1198
24110,lstick_x,1198
24115,lstick_x,1198
24118,lstick_x,1198
24121,lstick_x,1198
24125,lstick_x,1198
24132,lstick_x,1198
24135,lstick_x,1198
24137,lstick_x,1198
24140,lstick_x,1198
24143,lstick_x,1198
24149,lstick_x,1198
24152,lstick_x,1198
24156,lstick_x,1198
24159,lstick_x,1198
24163,lstick_x,1198
24166,lstick_x,1198
24170,lstick_x,1198
24173,lstick_x,1198
24176,lstick_x,1198
24180,lstick_x,1198
24183,lstick_x,1198
24186,lstick_x,1198
24189,lstick_x,1198
24192,lstick_x,1198
24197,lstick_x,1198
24200,lstick_x,1198
24203,lstick_x,1198
24206,lstick_x,1198
24209,lstick_x,1198
24213,lstick_x,1198
24216,lstick_x,1198
24219,lstick_x,1198
24221,lstick_x,1198
24224,lstick_x,1198
24229,lstick_x,1198
24232,lstick_x,1198
24235,lstick_x,1198
24238,lstick_x,1198
24242,lstick_x,1198
24245,lstick_x,1198
24248,lstick_x,1198
24251,lstick_x,1198
24255,lstick_x,1198
24259,lstick_x,1198
24263,lstick_x,1198
24266,lstick_x,1198
24269,lstick_x,1198
24273,lstick_x,1198
24275,lstick_x,1198
24282,lstick_x,1198
24285,lstick_x,1198
24288,lstick_x,1198
24291,lstick_x,1198
24294,lstick_x,1198
24298,lstick_x,1198
24301,lstick_x,1198
24304,lstick_x,1198
24307,lstick_x,1198
24311,lstick_x,1198
24315,lstick_x,1198
24318,lstick_x,1198
24321,lstick_x,1198
24325,lstick_x,1198
24330,lstick_x,1198
24333,lstick_x,1198
24336,lstick_x,1198
24339,lstick_x,1198
24343,lstick_x,1198
24347,lstick_x,1198
24350,lstick_x,1198
24353,lstick_x,1198
24357,lstick_x,1198
24359,lstick_x,1198
24364,lstick_x,1198
24367,lstick_x,1198
24370,lstick_x,1198
24373,lstick_x,1198
24376,lstick_x,1198
24381,lstick_x,1198
24384,lstick_x,1198
24387,lstick_x,1198
24391,lstick_x,1198
24394,lstick_x,1198
24397,lstick_x,1198
24400,lstick_x,1198
24404,lstick_x,1198
24407,lstick_x,1198
24410,lstick_x,1198
24413,lstick_x,1198
24417,lstick_x,1198
24419,lstick_x,1198
24423,lstick_x,1198
24426,lstick_x,1198
24429,lstick_x,1198
24432,lstick_x,1198
24435,lstick_x,1198
24439,lstick_x,1198
24441,lstick_x,1198
24445,lstick_x,1198
24448,lstick_x,1198
24451,lstick_x,1198
24454,lstick_x,1198
24458,lstick_x,1198
24461,lstick_x,1198
24464,lstick_x,1198
24467,lstick_x,1198
24470,lstick_x,1198
24474,lstick_x,1198
24477,lstick_x,1198
24480,lstick_x,1198
24483,lstick_x,1198
24486,lstick_x,1198
24489,lstick_x,1198
24492,lstick_x,1198
24497,lstick_x,1198
24500,lstick_x,1198
24503,lstick_x,1198
24506,lstick_x,1198
24509,lstick_x,1198
24513,lstick_x,1198
24517,lstick_x,1198
24520,lstick_x,1198
24523,lstick_x,1198
24525,lstick_x,1198
24530,lstick_x,1198
24533,lstick_x,1198
24536,lstick_x,1198
24539,lstick_x,1198
24541,lstick_x,1198
24547,lstick_x,1198
24550,lstick_x,1198
24552,lstick_x,1198
24556,lstick_x,1198
24560,lstick_x,1198
24565,lstick_x,1198
24568,lstick_x,1198
24572,lstick_x,1198
24574,lstick_x,1198
24580,lstick_x,1198
24583,lstick_x,1198
24585,lstick_x,1198
24589,lstick_x,1198
24592,lstick_x,1198
24597,lstick_x,1198
24600,lstick_x,1198
24603,lstick_x,1198
24606,lstick_x,1198
24609,lstick_x,1198
24613,lstick_x,1198
24616,lstick_x,1198
24619,lstick_x,1198
24622,lstick_x,1198
24626,lstick_x,1198
24629,lstick_x,1198
24632,lstick_x,1198
24635,lstick_x,1198
24638,lstick_x,1198
24641,lstick_x,1198
24645,lstick_x,1198
24648,lstick_x,1198
24651,lstick_x,1198
24654,lstick_x,1198
24657,lstick_x,1198
24659,lstick_x,1198
24663,lstick_x,1198
24666,lstick_x,1198
24669,lstick_x,1198
24672,lstick_x,1198
24675,lstick_x,1198
24680,lstick_x,1198
24683,lstick_x,1198
24686,lstick_x,1198
24689,lstick_x,1198
24692,lstick_x,1198
24696,lstick_x,1198
24700,lstick_x,1198
24702,lstick_x,1198
24705,lstick_x,1198
24708,lstick_x,1198
24714,lstick_x,1198
24717,lstick_x,1198
24720,lstick_x,1198
24723,lstick_x,1198
24725,lstick_x,1198
24730,lstick_x,1198
24733,lstick_x,1198
24736,lstick_x,1198
24739,lstick_x,1198
24742,lstick_x,1198
24746,lstick_x,1198
24749,lstick_x,1198
24752,lstick_x,1198
24755,lstick_x,1198
24759,lstick_x,1198
24765,lstick_x,1198
24768,lstick_x,1198
24771,lstick_x,1198
24774,lstick_x,1198
24777,lstick_x,1198
24780,lstick_x,1198
24783,lstick_x,1198
24786,lstick_x,1198
24789,lstick_x,1198
24792,lstick_x,1198
24796,lstick_x,1198
24799,lstick_x,1198
24802,lstick_x,1198
24805,lstick_x,1198
24808,lstick_x,1198
24813,lstick_x,1198
24816,lstick_x,1198
24819,lstick_x,1198
24822,lstick_x,1198
24825,lstick_x,1198
24829,lstick_x,1198
24832,lstick_x,1198
24835,lstick_x,1198
24838,lstick_x,1198
24842,lstick_x,1198
24845,lstick_x,1198
24848,lstick_x,1198
24851,lstick_x,1198
24854,lstick_x,1198
24857,lstick_x,1198
24861,lstick_x,1198
24864,lstick_x,1198
24867,lstick_x,1198
24870,lstick_x,1198
24873,lstick_x,1198
24876,lstick_x,1198
24881,lstick_x,1198
24884,lstick_x,1198
24887,lstick_x,1198
24890,lstick_x,1198
24893,lstick_x,1198
24898,lstick_x,1198
24901,lstick_x,1198
24904,lstick_x,1198
24907,lstick_x,1198
24910,lstick_x,1198
24915,lstick_x,1198
24917,lstick_x,1198
24921,lstick_x,1198
24924,lstick_x,1198
24926,lstick_x,1198
24931,lstick_x,1198
24934,lstick_x,1198
24937,lstick_x,1198
24940,lstick_x,1198
24944,lstick_x,1198
24948,lstick_x,1198
24951,lstick_x,1198
24954,lstick_x,1198
24957,lstick_x,1198
24959,lstick_x,1198
24965,lstick_x,1198
24967,lstick_x,1198
24970,lstick_x,1198
24973,lstick_x,1198
24976,lstick_x,1198
24980,lstick_x,1198
24983,lstick_x,1198
24986,lstick_x,1198
24989,lstick_x,1198
24992,lstick_x,1198
24997,lstick_x,1198
25000,lstick_x,1198
